Date/Time , F_1_Z_8A: Hazium Concentration, F_2_Z_2: Hazium Concentration, F_2_Z_4: Hazium Concentration
5/31/2016 19:45,0,0,0
5/31/2016 19:50,0,0,0
5/31/2016 19:55,0,0,0
5/31/2016 20:00,0,0,0
5/31/2016 20:05,0,0,0
5/31/2016 20:10,0,0,0
5/31/2016 20:15,0,0,0
5/31/2016 20:20,0,0,0
5/31/2016 20:25,0,0,0
5/31/2016 20:30,0,0,0
5/31/2016 20:35,0,0,0
5/31/2016 20:40,0,0,0
5/31/2016 20:45,0,0,0
5/31/2016 20:50,0,0,0
5/31/2016 20:55,0,0,0
5/31/2016 21:00,0,0,0
5/31/2016 21:05,0,0,0
5/31/2016 21:10,0,0,0
5/31/2016 21:15,0,0,0
5/31/2016 21:20,0,0,0
5/31/2016 21:25,0,0,0
5/31/2016 21:30,0,0,0
5/31/2016 21:35,0,0,0
5/31/2016 21:40,0,0,0
5/31/2016 21:45,0,0,0
5/31/2016 21:50,0,0,0
5/31/2016 21:55,0,0,0
5/31/2016 22:00,0,0,0
5/31/2016 22:05,0,0,0
5/31/2016 22:10,0,0,0
5/31/2016 22:15,0,0,0
5/31/2016 22:20,0,0,0
5/31/2016 22:25,0,0,0
5/31/2016 22:30,0,0,0
5/31/2016 22:35,0,0,0
5/31/2016 22:40,0,0,0
5/31/2016 22:45,0,0,0
5/31/2016 22:50,0,0,0
5/31/2016 22:55,0,0,0
5/31/2016 23:00,0,0,0
5/31/2016 23:05,0,0,0
5/31/2016 23:10,0,0,0
5/31/2016 23:15,0,0,0
5/31/2016 23:20,0,0,0
5/31/2016 23:25,0,0,0
5/31/2016 23:30,0,0,0
5/31/2016 23:35,0,0,0
5/31/2016 23:40,0,0,0
5/31/2016 23:45,0,0,0
5/31/2016 23:50,0,0,0
5/31/2016 23:55,0,0,0
6/1/2016 0:00,0,0,0
6/1/2016 0:05,0,0,0
6/1/2016 0:10,0,0,0
6/1/2016 0:15,0,0,0
6/1/2016 0:20,0,0,0
6/1/2016 0:25,0,0,0
6/1/2016 0:30,0,0,0
6/1/2016 0:35,0,0,0
6/1/2016 0:40,0,0,0
6/1/2016 0:45,0,0,0
6/1/2016 0:50,0,0,0
6/1/2016 0:55,0,0,0
6/1/2016 1:00,0,0,0
6/1/2016 1:05,0,0,0
6/1/2016 1:10,0,0,0
6/1/2016 1:15,0,0,0
6/1/2016 1:20,0,0,0
6/1/2016 1:25,0,0,0
6/1/2016 1:30,0,0,0
6/1/2016 1:35,0,0,0
6/1/2016 1:40,0,0,0
6/1/2016 1:45,0,0,0
6/1/2016 1:50,0,0,0
6/1/2016 1:55,0,0,0
6/1/2016 2:00,0,0,0
6/1/2016 2:05,0,0,0
6/1/2016 2:10,0,0,0
6/1/2016 2:15,0,0,0
6/1/2016 2:20,0,0,0
6/1/2016 2:25,0,0,0
6/1/2016 2:30,0,0,0
6/1/2016 2:35,0,0,0
6/1/2016 2:40,0,0,0
6/1/2016 2:45,0,0,0
6/1/2016 2:50,0,0,0
6/1/2016 2:55,0,0,0
6/1/2016 3:00,0,0,0
6/1/2016 3:05,0,0,0
6/1/2016 3:10,0,0,0
6/1/2016 3:15,0,0,0
6/1/2016 3:20,0,0,0
6/1/2016 3:25,0,0,0
6/1/2016 3:30,0,0,0
6/1/2016 3:35,0,0,0
6/1/2016 3:40,0,0,0
6/1/2016 3:45,0,0,0
6/1/2016 3:50,0,0,0
6/1/2016 3:55,0,0,0
6/1/2016 4:00,0,0,0
6/1/2016 4:05,0,0,0
6/1/2016 4:10,0,0,0
6/1/2016 4:15,0,0,0
6/1/2016 4:20,0,0,0
6/1/2016 4:25,0,0,0
6/1/2016 4:30,0,0,0
6/1/2016 4:35,0,0,0
6/1/2016 4:40,0,0,0
6/1/2016 4:45,0,0,0
6/1/2016 4:50,0,0,0
6/1/2016 4:55,0,0,0
6/1/2016 5:00,0,0,0
6/1/2016 5:05,0,0,0
6/1/2016 5:10,0,0,0
6/1/2016 5:15,0,0,0
6/1/2016 5:20,0,0,0
6/1/2016 5:25,0,0,0
6/1/2016 5:30,0,0,0
6/1/2016 5:35,0,0,0
6/1/2016 5:40,0,0,0
6/1/2016 5:45,0,0,0
6/1/2016 5:50,0,0,0
6/1/2016 5:55,0,0,0
6/1/2016 6:00,0,0,0
6/1/2016 6:05,0,0,0
6/1/2016 6:10,0,0,0
6/1/2016 6:15,0,0,0
6/1/2016 6:20,0,0,0
6/1/2016 6:25,0,0,0
6/1/2016 6:30,0,0,0
6/1/2016 6:35,0,0,0
6/1/2016 6:40,0,0,0
6/1/2016 6:45,0,0,0
6/1/2016 6:50,0,0,0
6/1/2016 6:55,0,0,0
6/1/2016 7:00,0,0,0
6/1/2016 7:05,0,0,0
6/1/2016 7:10,0,0,0
6/1/2016 7:15,0,0,0
6/1/2016 7:20,0,0,0
6/1/2016 7:25,0,0,0
6/1/2016 7:30,0,0,0
6/1/2016 7:35,0,0,0
6/1/2016 7:40,0,0,0
6/1/2016 7:45,0,0,0
6/1/2016 7:50,0,0,0
6/1/2016 7:55,0,0,0
6/1/2016 8:00,0,0,0
6/1/2016 8:05,0,0,0
6/1/2016 8:10,0,0,0
6/1/2016 8:15,0,0,0
6/1/2016 8:20,0,0,0
6/1/2016 8:25,0,0,0
6/1/2016 8:30,0,0,0
6/1/2016 8:35,0,0,0
6/1/2016 8:40,0,0,0
6/1/2016 8:45,0,0,0
6/1/2016 8:50,0,0,0
6/1/2016 8:55,0,0,0
6/1/2016 9:00,0,0,0
6/1/2016 9:05,0,0,0
6/1/2016 9:10,0,0,0
6/1/2016 9:15,0,0,0
6/1/2016 9:20,0,0,0
6/1/2016 9:25,0,0,0
6/1/2016 9:30,0,0,0
6/1/2016 9:35,0,0,0
6/1/2016 9:40,0,0,0
6/1/2016 9:45,0,0,0
6/1/2016 9:50,0,0,0
6/1/2016 9:55,0,0,0
6/1/2016 10:00,0,0,0
6/1/2016 10:05,0,0,0
6/1/2016 10:10,0,0,0
6/1/2016 10:15,0,0,0
6/1/2016 10:20,0,0,0
6/1/2016 10:25,0,0,0
6/1/2016 10:30,0,0,0
6/1/2016 10:35,0,0,0
6/1/2016 10:40,0,0,0
6/1/2016 10:45,0,0,0
6/1/2016 10:50,0,0,0
6/1/2016 10:55,0,0,0
6/1/2016 11:00,0,0,0
6/1/2016 11:05,0,0,0
6/1/2016 11:10,0,0,0
6/1/2016 11:15,0,0,0
6/1/2016 11:20,0,0,0
6/1/2016 11:25,0,0,0
6/1/2016 11:30,0,0,0
6/1/2016 11:35,0,0,0
6/1/2016 11:40,0,0,0
6/1/2016 11:45,0,0,0
6/1/2016 11:50,0,0,0
6/1/2016 11:55,0,0,0
6/1/2016 12:00,0,0,0
6/1/2016 12:05,0,0,0
6/1/2016 12:10,0,0,0
6/1/2016 12:15,0,0,0
6/1/2016 12:20,0,0,0
6/1/2016 12:25,0,0,0
6/1/2016 12:30,0,0,0
6/1/2016 12:35,0,0,0
6/1/2016 12:40,0,0,0
6/1/2016 12:45,0,0,0
6/1/2016 12:50,0,0,0
6/1/2016 12:55,0,0,0
6/1/2016 13:00,0,0,0
6/1/2016 13:05,0,0,0
6/1/2016 13:10,0,0,0
6/1/2016 13:15,0,0,0
6/1/2016 13:20,0,0,0
6/1/2016 13:25,0,0,0
6/1/2016 13:30,0,0,0
6/1/2016 13:35,0,0,0
6/1/2016 13:40,0,0,0
6/1/2016 13:45,0,0,0
6/1/2016 13:50,0,0,0
6/1/2016 13:55,0,0,0
6/1/2016 14:00,0,0,0
6/1/2016 14:05,0,0,0
6/1/2016 14:10,0,0,0
6/1/2016 14:15,0,0,0
6/1/2016 14:20,0,0,0
6/1/2016 14:25,0,0,0
6/1/2016 14:30,0,0,0
6/1/2016 14:35,0,0,0
6/1/2016 14:40,0,0,0
6/1/2016 14:45,0,0,0
6/1/2016 14:50,0,0,0
6/1/2016 14:55,0,0,0
6/1/2016 15:00,0,0,0
6/1/2016 15:05,0,0,0
6/1/2016 15:10,0,0,0
6/1/2016 15:15,0,0,0
6/1/2016 15:20,0,0,0
6/1/2016 15:25,0,0,0
6/1/2016 15:30,0,0,0
6/1/2016 15:35,0,0,0
6/1/2016 15:40,0,0,0
6/1/2016 15:45,0,0,0
6/1/2016 15:50,0,0,0
6/1/2016 15:55,0,0,0
6/1/2016 16:00,0,0,0
6/1/2016 16:05,0,0,0
6/1/2016 16:10,0,0,0
6/1/2016 16:15,0,0,0
6/1/2016 16:20,0,0,0
6/1/2016 16:25,0,0,0
6/1/2016 16:30,0,0,0
6/1/2016 16:35,0,0,0
6/1/2016 16:40,0,0,0
6/1/2016 16:45,0,0,0
6/1/2016 16:50,0,0,0
6/1/2016 16:55,0,0,0
6/1/2016 17:00,0,0,0
6/1/2016 17:05,0,0,0
6/1/2016 17:10,0,0,0
6/1/2016 17:15,0,0,0
6/1/2016 17:20,0,0,0
6/1/2016 17:25,0,0,0
6/1/2016 17:30,0,0,0
6/1/2016 17:35,0,0,0
6/1/2016 17:40,0,0,0
6/1/2016 17:45,0,0,0
6/1/2016 17:50,0,0,0
6/1/2016 17:55,0,0,0
6/1/2016 18:00,0,0,0
6/1/2016 18:05,0,0,0
6/1/2016 18:10,0,0,0
6/1/2016 18:15,0,0,0
6/1/2016 18:20,0,0,0
6/1/2016 18:25,0,0,0
6/1/2016 18:30,0,0,0
6/1/2016 18:35,0,0,0
6/1/2016 18:40,0,0,0
6/1/2016 18:45,0,0,0
6/1/2016 18:50,0,0,0
6/1/2016 18:55,0,0,0
6/1/2016 19:00,0,0,0
6/1/2016 19:05,0,0,0
6/1/2016 19:10,0,0,0
6/1/2016 19:15,0,0,0
6/1/2016 19:20,0,0,0
6/1/2016 19:25,0,0,0
6/1/2016 19:30,0,0,0
6/1/2016 19:35,0,0,0
6/1/2016 19:40,0,0,0
6/1/2016 19:45,0,0,0
6/1/2016 19:50,0,0,0
6/1/2016 19:55,0,0,0
6/1/2016 20:00,0,0,0
6/1/2016 20:05,0,0,0
6/1/2016 20:10,0,0,0
6/1/2016 20:15,0,0,0
6/1/2016 20:20,0,0,0
6/1/2016 20:25,0,0,0
6/1/2016 20:30,0,0,0
6/1/2016 20:35,0,0,0
6/1/2016 20:40,0,0,0
6/1/2016 20:45,0,0,0
6/1/2016 20:50,0,0,0
6/1/2016 20:55,0,0,0
6/1/2016 21:00,0,0,0
6/1/2016 21:05,0,0,0
6/1/2016 21:10,0,0,0
6/1/2016 21:15,0,0,0
6/1/2016 21:20,0,0,0
6/1/2016 21:25,0,0,0
6/1/2016 21:30,0,0,0
6/1/2016 21:35,0,0,0
6/1/2016 21:40,0,0,0
6/1/2016 21:45,0,0,0
6/1/2016 21:50,0,0,0
6/1/2016 21:55,0,0,0
6/1/2016 22:00,0,0,0
6/1/2016 22:05,0,0,0
6/1/2016 22:10,0,0,0
6/1/2016 22:15,0,0,0
6/1/2016 22:20,0,0,0
6/1/2016 22:25,0,0,0
6/1/2016 22:30,0,0,0
6/1/2016 22:35,0,0,0
6/1/2016 22:40,0,0,0
6/1/2016 22:45,0,0,0
6/1/2016 22:50,0,0,0
6/1/2016 22:55,0,0,0
6/1/2016 23:00,0,0,0
6/1/2016 23:05,0,0,0
6/1/2016 23:10,0,0,0
6/1/2016 23:15,0,0,0
6/1/2016 23:20,0,0,0
6/1/2016 23:25,0,0,0
6/1/2016 23:30,0,0,0
6/1/2016 23:35,0,0,0
6/1/2016 23:40,0,0,0
6/1/2016 23:45,0,0,0
6/1/2016 23:50,0,0,0
6/1/2016 23:55,0,0,0
6/2/2016 0:00,0,0,0
6/2/2016 0:05,0,0,0
6/2/2016 0:10,0,0,0
6/2/2016 0:15,0,0,0
6/2/2016 0:20,0,0,0
6/2/2016 0:25,0,0,0
6/2/2016 0:30,0,0,0
6/2/2016 0:35,0,0,0
6/2/2016 0:40,0,0,0
6/2/2016 0:45,0,0,0
6/2/2016 0:50,0,0,0
6/2/2016 0:55,0,0,0
6/2/2016 1:00,0,0,0
6/2/2016 1:05,0,0,0
6/2/2016 1:10,0,0,0
6/2/2016 1:15,0,0,0
6/2/2016 1:20,0,0,0
6/2/2016 1:25,0,0,0
6/2/2016 1:30,0,0,0
6/2/2016 1:35,0,0,0
6/2/2016 1:40,0,0,0
6/2/2016 1:45,0,0,0
6/2/2016 1:50,0,0,0
6/2/2016 1:55,0,0,0
6/2/2016 2:00,0,0,0
6/2/2016 2:05,0,0,0
6/2/2016 2:10,0,0,0
6/2/2016 2:15,0,0,0
6/2/2016 2:20,0,0,0
6/2/2016 2:25,0,0,0
6/2/2016 2:30,0,0,0
6/2/2016 2:35,0,0,0
6/2/2016 2:40,0,0,0
6/2/2016 2:45,0,0,0
6/2/2016 2:50,0,0,0
6/2/2016 2:55,0,0,0
6/2/2016 3:00,0,0,0
6/2/2016 3:05,0,0,0
6/2/2016 3:10,0,0,0
6/2/2016 3:15,0,0,0
6/2/2016 3:20,0,0,0
6/2/2016 3:25,0,0,0
6/2/2016 3:30,0,0,0
6/2/2016 3:35,0,0,0
6/2/2016 3:40,0,0,0
6/2/2016 3:45,0,0,0
6/2/2016 3:50,0,0,0
6/2/2016 3:55,0,0,0
6/2/2016 4:00,0,0,0
6/2/2016 4:05,0,0,0
6/2/2016 4:10,0,0,0.001
6/2/2016 4:15,0,0.002,0.004
6/2/2016 4:20,0,0.005,0.007
6/2/2016 4:25,0,0.008,0.012
6/2/2016 4:30,0,0.012,0.018
6/2/2016 4:35,0,0.016,0.024
6/2/2016 4:40,0,0.022,0.032
6/2/2016 4:45,0,0.021,0.031
6/2/2016 4:50,0,0.028,0.041
6/2/2016 4:55,0,0.035,0.051
6/2/2016 5:00,0,0.043,0.062
6/2/2016 5:05,0,0.05,0.071
6/2/2016 5:10,0,0.058,0.083
6/2/2016 5:15,0,0.067,0.095
6/2/2016 5:20,0,0.076,0.108
6/2/2016 5:25,0,0.086,0.121
6/2/2016 5:30,0,0.096,0.135
6/2/2016 5:35,0,0.106,0.149
6/2/2016 5:40,0,0.117,0.163
6/2/2016 5:45,0,0.128,0.178
6/2/2016 5:50,0,0.126,0.174
6/2/2016 5:55,0,0.137,0.189
6/2/2016 6:00,0,0.15,0.206
6/2/2016 6:05,0,0.165,0.225
6/2/2016 6:10,0,0.183,0.248
6/2/2016 6:15,0,0.201,0.273
6/2/2016 6:20,0,0.221,0.297
6/2/2016 6:25,0,0.241,0.323
6/2/2016 6:30,0,0.261,0.348
6/2/2016 6:35,0,0.284,0.377
6/2/2016 6:40,0,0.305,0.404
6/2/2016 6:45,0,0.327,0.43
6/2/2016 6:50,0,0.348,0.456
6/2/2016 6:55,0,0.368,0.48
6/2/2016 7:00,0,0.388,0.503
6/2/2016 7:05,0,0.444,0.568
6/2/2016 7:10,0,0.471,0.597
6/2/2016 7:15,0,0.493,0.62
6/2/2016 7:20,0,0.513,0.64
6/2/2016 7:25,0,0.547,0.65
6/2/2016 7:30,0,0.574,0.666
6/2/2016 7:35,0,0.597,0.679
6/2/2016 7:40,0,0.616,0.689
6/2/2016 7:45,0,0.65,0.716
6/2/2016 7:50,0,0.68,0.741
6/2/2016 7:55,0,0.704,0.759
6/2/2016 8:00,0,0.722,0.771
6/2/2016 8:05,0,0.737,0.779
6/2/2016 8:10,0,0.747,0.783
6/2/2016 8:15,0,0.754,0.784
6/2/2016 8:20,0,0.758,0.783
6/2/2016 8:25,0,0.759,0.78
6/2/2016 8:30,0,0.758,0.775
6/2/2016 8:35,0,0.756,0.77
6/2/2016 8:40,0,0.752,0.763
6/2/2016 8:45,0,0.747,0.756
6/2/2016 8:50,0,0.741,0.748
6/2/2016 8:55,0,0.734,0.739
6/2/2016 9:00,0,0.727,0.732
6/2/2016 9:05,0,0.719,0.723
6/2/2016 9:10,0,0.711,0.713
6/2/2016 9:15,0,0.703,0.703
6/2/2016 9:20,0,0.695,0.694
6/2/2016 9:25,0,0.686,0.684
6/2/2016 9:30,0,0.677,0.674
6/2/2016 9:35,0,0.669,0.665
6/2/2016 9:40,0,0.66,0.655
6/2/2016 9:45,0,0.651,0.646
6/2/2016 9:50,0,0.642,0.637
6/2/2016 9:55,0,0.633,0.628
6/2/2016 10:00,0,0.624,0.619
6/2/2016 10:05,0,0.615,0.61
6/2/2016 10:10,0,0.606,0.601
6/2/2016 10:15,0,0.598,0.593
6/2/2016 10:20,0,0.589,0.584
6/2/2016 10:25,0,0.581,0.576
6/2/2016 10:30,0,0.572,0.568
6/2/2016 10:35,0,0.565,0.561
6/2/2016 10:40,0,0.557,0.554
6/2/2016 10:45,0,0.548,0.548
6/2/2016 10:50,0,0.54,0.541
6/2/2016 10:55,0,0.531,0.534
6/2/2016 11:00,0,0.523,0.527
6/2/2016 11:05,0,0.514,0.52
6/2/2016 11:10,0,0.506,0.513
6/2/2016 11:15,0,0.498,0.506
6/2/2016 11:20,0,0.491,0.499
6/2/2016 11:25,0,0.484,0.491
6/2/2016 11:30,0,0.478,0.483
6/2/2016 11:35,0,0.472,0.475
6/2/2016 11:40,0,0.465,0.468
6/2/2016 11:45,0,0.458,0.46
6/2/2016 11:50,0,0.452,0.453
6/2/2016 11:55,0,0.445,0.445
6/2/2016 12:00,0,0.438,0.438
6/2/2016 12:05,0,0.431,0.431
6/2/2016 12:10,0,0.425,0.424
6/2/2016 12:15,0,0.418,0.417
6/2/2016 12:20,0,0.411,0.411
6/2/2016 12:25,0,0.403,0.406
6/2/2016 12:30,0,0.396,0.4
6/2/2016 12:35,0,0.389,0.395
6/2/2016 12:40,0,0.382,0.389
6/2/2016 12:45,0,0.376,0.384
6/2/2016 12:50,0,0.37,0.378
6/2/2016 12:55,0,0.365,0.374
6/2/2016 13:00,0,0.359,0.369
6/2/2016 13:05,0,0.354,0.362
6/2/2016 13:10,0,0.349,0.355
6/2/2016 13:15,0,0.344,0.349
6/2/2016 13:20,0,0.339,0.343
6/2/2016 13:25,0,0.334,0.337
6/2/2016 13:30,0,0.329,0.331
6/2/2016 13:35,0,0.324,0.326
6/2/2016 13:40,0,0.319,0.32
6/2/2016 13:45,0,0.314,0.315
6/2/2016 13:50,0,0.309,0.31
6/2/2016 13:55,0,0.304,0.304
6/2/2016 14:00,0,0.299,0.299
6/2/2016 14:05,0,0.295,0.295
6/2/2016 14:10,0,0.291,0.292
6/2/2016 14:15,0,0.286,0.288
6/2/2016 14:20,0,0.281,0.284
6/2/2016 14:25,0,0.276,0.281
6/2/2016 14:30,0,0.271,0.277
6/2/2016 14:35,0,0.267,0.273
6/2/2016 14:40,0,0.262,0.269
6/2/2016 14:45,0,0.257,0.265
6/2/2016 14:50,0,0.253,0.261
6/2/2016 14:55,0,0.249,0.257
6/2/2016 15:00,0,0.245,0.252
6/2/2016 15:05,0,0.242,0.248
6/2/2016 15:10,0,0.239,0.244
6/2/2016 15:15,0,0.236,0.239
6/2/2016 15:20,0,0.232,0.235
6/2/2016 15:25,0,0.229,0.231
6/2/2016 15:30,0,0.226,0.228
6/2/2016 15:35,0,0.222,0.224
6/2/2016 15:40,0,0.219,0.22
6/2/2016 15:45,0,0.216,0.217
6/2/2016 15:50,0,0.213,0.213
6/2/2016 15:55,0,0.209,0.21
6/2/2016 16:00,0,0.206,0.207
6/2/2016 16:05,0,0.203,0.203
6/2/2016 16:10,0,0.2,0.2
6/2/2016 16:15,0,0.197,0.197
6/2/2016 16:20,0,0.194,0.194
6/2/2016 16:25,0,0.191,0.191
6/2/2016 16:30,0,0.188,0.188
6/2/2016 16:35,0,0.186,0.186
6/2/2016 16:40,0,0.183,0.183
6/2/2016 16:45,0,0.181,0.181
6/2/2016 16:50,0,0.178,0.178
6/2/2016 16:55,0,0.175,0.175
