timestamp,type,proxid,floor,zone,office,department
6/3/2016 9:11,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 10:07,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 10:07,fixed-prox,acalzas001,2,7,0,Engineering
6/3/2016 10:20,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 10:20,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 10:31,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 10:31,fixed-prox,acalzas001,2,6,0,Engineering
6/3/2016 11:22,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 11:22,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 12:11,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 12:12,fixed-prox,acalzas001,2,4,0,Engineering
6/3/2016 12:13,fixed-prox,acalzas001,1,4,0,Engineering
6/3/2016 12:13,fixed-prox,acalzas001,1,1,0,Engineering
6/3/2016 12:13,fixed-prox,acalzas001,1,2,0,Engineering
6/3/2016 13:07,fixed-prox,acalzas001,1,1,0,Engineering
6/3/2016 13:08,fixed-prox,acalzas001,1,4,0,Engineering
6/3/2016 13:08,fixed-prox,acalzas001,2,4,0,Engineering
6/3/2016 13:08,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 13:09,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 14:04,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 14:04,fixed-prox,acalzas001,2,6,0,Engineering
6/3/2016 14:58,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 14:58,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 15:39,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 15:39,fixed-prox,acalzas001,2,7,0,Engineering
6/3/2016 15:48,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 15:48,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 16:09,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 16:20,fixed-prox,acalzas001,2,2,1,Engineering
6/3/2016 17:15,fixed-prox,acalzas001,2,1,0,Engineering
6/3/2016 17:16,fixed-prox,acalzas001,2,4,0,Engineering
6/3/2016 17:16,fixed-prox,acalzas001,1,4,0,Engineering
6/3/2016 17:16,fixed-prox,acalzas001,1,1,0,Engineering
6/6/2016 7:20,fixed-prox,acalzas001,1,1,0,Engineering
6/6/2016 7:21,fixed-prox,acalzas001,1,4,0,Engineering
6/6/2016 7:21,fixed-prox,acalzas001,2,4,0,Engineering
6/6/2016 7:21,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 7:22,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 8:46,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 8:54,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 10:08,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 10:08,fixed-prox,acalzas001,2,7,0,Engineering
6/6/2016 10:20,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 10:20,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 10:32,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 10:32,fixed-prox,acalzas001,2,6,0,Engineering
6/6/2016 11:33,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 11:33,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 12:15,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 12:16,fixed-prox,acalzas001,2,4,0,Engineering
6/6/2016 12:16,fixed-prox,acalzas001,1,4,0,Engineering
6/6/2016 12:17,fixed-prox,acalzas001,1,1,0,Engineering
6/6/2016 12:17,fixed-prox,acalzas001,1,2,0,Engineering
6/6/2016 13:00,fixed-prox,acalzas001,1,1,0,Engineering
6/6/2016 13:00,fixed-prox,acalzas001,1,4,0,Engineering
6/6/2016 13:01,fixed-prox,acalzas001,2,4,0,Engineering
6/6/2016 13:01,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 13:01,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 13:57,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 13:57,fixed-prox,acalzas001,2,6,0,Engineering
6/6/2016 14:56,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 14:56,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 15:32,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 15:32,fixed-prox,acalzas001,2,7,0,Engineering
6/6/2016 15:40,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 15:40,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 15:52,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 16:07,fixed-prox,acalzas001,2,2,1,Engineering
6/6/2016 17:15,fixed-prox,acalzas001,2,1,0,Engineering
6/6/2016 17:15,fixed-prox,acalzas001,2,4,0,Engineering
6/6/2016 17:16,fixed-prox,acalzas001,1,4,0,Engineering
6/6/2016 17:16,fixed-prox,acalzas001,1,1,0,Engineering
6/7/2016 7:43,fixed-prox,acalzas001,1,1,0,Engineering
6/7/2016 7:44,fixed-prox,acalzas001,1,4,0,Engineering
6/7/2016 7:45,fixed-prox,acalzas001,2,4,0,Engineering
6/7/2016 7:45,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 7:45,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 8:45,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 8:55,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 9:52,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 9:52,fixed-prox,acalzas001,2,7,0,Engineering
6/7/2016 10:06,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 10:06,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 10:29,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 10:29,fixed-prox,acalzas001,2,6,0,Engineering
6/7/2016 11:25,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 11:25,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 11:47,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 11:47,fixed-prox,acalzas001,2,4,0,Engineering
6/7/2016 11:48,fixed-prox,acalzas001,1,4,0,Engineering
6/7/2016 11:48,fixed-prox,acalzas001,1,1,0,Engineering
6/7/2016 11:48,fixed-prox,acalzas001,1,2,0,Engineering
6/7/2016 12:51,fixed-prox,acalzas001,1,1,0,Engineering
6/7/2016 12:51,fixed-prox,acalzas001,1,4,0,Engineering
6/7/2016 12:52,fixed-prox,acalzas001,2,4,0,Engineering
6/7/2016 12:52,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 12:52,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 14:02,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 14:02,fixed-prox,acalzas001,2,6,0,Engineering
6/7/2016 15:00,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 15:00,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 15:38,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 15:38,fixed-prox,acalzas001,2,7,0,Engineering
6/7/2016 15:50,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 15:50,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 16:09,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 16:23,fixed-prox,acalzas001,2,2,1,Engineering
6/7/2016 16:40,fixed-prox,acalzas001,2,1,0,Engineering
6/7/2016 16:40,fixed-prox,acalzas001,2,4,0,Engineering
6/7/2016 16:41,fixed-prox,acalzas001,1,4,0,Engineering
6/7/2016 16:41,fixed-prox,acalzas001,1,1,0,Engineering
6/8/2016 7:35,fixed-prox,acalzas001,1,1,0,Engineering
6/8/2016 7:36,fixed-prox,acalzas001,1,4,0,Engineering
6/8/2016 7:37,fixed-prox,acalzas001,2,4,0,Engineering
6/8/2016 7:37,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 7:37,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 8:59,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 9:09,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 9:56,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 9:56,fixed-prox,acalzas001,2,7,0,Engineering
6/8/2016 10:10,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 10:10,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 10:25,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 10:25,fixed-prox,acalzas001,2,6,0,Engineering
6/8/2016 11:30,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 11:30,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 12:06,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 12:07,fixed-prox,acalzas001,2,4,0,Engineering
6/8/2016 12:08,fixed-prox,acalzas001,1,4,0,Engineering
6/8/2016 12:08,fixed-prox,acalzas001,1,1,0,Engineering
6/8/2016 12:08,fixed-prox,acalzas001,1,2,0,Engineering
6/8/2016 13:00,fixed-prox,acalzas001,1,1,0,Engineering
6/8/2016 13:00,fixed-prox,acalzas001,1,4,0,Engineering
6/8/2016 13:00,fixed-prox,acalzas001,2,4,0,Engineering
6/8/2016 13:00,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 13:01,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 13:59,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 13:59,fixed-prox,acalzas001,2,6,0,Engineering
6/8/2016 14:57,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 14:57,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 15:30,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 15:30,fixed-prox,acalzas001,2,7,0,Engineering
6/8/2016 15:41,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 15:41,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 15:55,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 16:09,fixed-prox,acalzas001,2,2,1,Engineering
6/8/2016 17:03,fixed-prox,acalzas001,2,1,0,Engineering
6/8/2016 17:04,fixed-prox,acalzas001,2,4,0,Engineering
6/8/2016 17:05,fixed-prox,acalzas001,1,4,0,Engineering
6/8/2016 17:05,fixed-prox,acalzas001,1,1,0,Engineering
6/9/2016 7:43,fixed-prox,acalzas001,1,1,0,Engineering
6/9/2016 7:44,fixed-prox,acalzas001,1,4,0,Engineering
6/9/2016 7:45,fixed-prox,acalzas001,2,4,0,Engineering
6/9/2016 7:45,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 7:45,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 8:50,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 8:59,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 9:51,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 9:51,fixed-prox,acalzas001,2,7,0,Engineering
6/9/2016 10:06,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 10:06,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 10:34,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 10:34,fixed-prox,acalzas001,2,6,0,Engineering
6/9/2016 11:35,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 11:35,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 12:15,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 12:16,fixed-prox,acalzas001,2,4,0,Engineering
6/9/2016 12:17,fixed-prox,acalzas001,1,4,0,Engineering
6/9/2016 12:17,fixed-prox,acalzas001,1,1,0,Engineering
6/9/2016 12:17,fixed-prox,acalzas001,1,2,0,Engineering
6/9/2016 13:24,fixed-prox,acalzas001,1,1,0,Engineering
6/9/2016 13:24,fixed-prox,acalzas001,1,4,0,Engineering
6/9/2016 13:25,fixed-prox,acalzas001,2,4,0,Engineering
6/9/2016 13:25,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 13:25,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 13:56,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 13:56,fixed-prox,acalzas001,2,6,0,Engineering
6/9/2016 14:52,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 14:52,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 15:33,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 15:33,fixed-prox,acalzas001,2,7,0,Engineering
6/9/2016 15:44,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 15:44,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 16:12,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 16:24,fixed-prox,acalzas001,2,2,1,Engineering
6/9/2016 16:41,fixed-prox,acalzas001,2,1,0,Engineering
6/9/2016 16:42,fixed-prox,acalzas001,2,4,0,Engineering
6/9/2016 16:43,fixed-prox,acalzas001,1,4,0,Engineering
6/9/2016 16:43,fixed-prox,acalzas001,1,1,0,Engineering
6/10/2016 7:41,fixed-prox,acalzas001,1,1,0,Engineering
6/10/2016 7:42,fixed-prox,acalzas001,1,4,0,Engineering
6/10/2016 7:43,fixed-prox,acalzas001,2,4,0,Engineering
6/10/2016 7:43,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 7:43,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 8:48,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 8:55,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 10:07,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 10:07,fixed-prox,acalzas001,2,7,0,Engineering
6/10/2016 10:16,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 10:16,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 10:30,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 10:30,fixed-prox,acalzas001,2,6,0,Engineering
6/10/2016 11:26,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 11:26,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 12:01,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 12:01,fixed-prox,acalzas001,2,4,0,Engineering
6/10/2016 12:02,fixed-prox,acalzas001,1,4,0,Engineering
6/10/2016 12:02,fixed-prox,acalzas001,1,1,0,Engineering
6/10/2016 12:02,fixed-prox,acalzas001,1,2,0,Engineering
6/10/2016 12:51,fixed-prox,acalzas001,1,1,0,Engineering
6/10/2016 12:51,fixed-prox,acalzas001,1,4,0,Engineering
6/10/2016 12:52,fixed-prox,acalzas001,2,4,0,Engineering
6/10/2016 12:52,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 12:52,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 14:01,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 14:01,fixed-prox,acalzas001,2,6,0,Engineering
6/10/2016 14:56,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 14:56,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 15:31,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 15:31,fixed-prox,acalzas001,2,7,0,Engineering
6/10/2016 15:39,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 15:39,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 15:54,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 16:08,fixed-prox,acalzas001,2,2,1,Engineering
6/10/2016 16:43,fixed-prox,acalzas001,2,1,0,Engineering
6/10/2016 16:44,fixed-prox,acalzas001,2,4,0,Engineering
6/10/2016 16:45,fixed-prox,acalzas001,1,4,0,Engineering
6/10/2016 16:45,fixed-prox,acalzas001,1,1,0,Engineering
6/13/2016 7:16,fixed-prox,acalzas001,1,1,0,Engineering
6/13/2016 7:16,fixed-prox,acalzas001,1,4,0,Engineering
6/13/2016 7:17,fixed-prox,acalzas001,2,4,0,Engineering
6/13/2016 7:17,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 7:17,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 9:00,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 9:08,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 10:10,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 10:10,fixed-prox,acalzas001,2,7,0,Engineering
6/13/2016 10:22,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 10:22,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 10:33,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 10:33,fixed-prox,acalzas001,2,6,0,Engineering
6/13/2016 11:30,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 11:30,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 11:49,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 11:50,fixed-prox,acalzas001,2,4,0,Engineering
6/13/2016 11:51,fixed-prox,acalzas001,1,4,0,Engineering
6/13/2016 11:51,fixed-prox,acalzas001,1,1,0,Engineering
6/13/2016 11:51,fixed-prox,acalzas001,1,2,0,Engineering
6/13/2016 12:53,fixed-prox,acalzas001,1,1,0,Engineering
6/13/2016 12:54,fixed-prox,acalzas001,1,4,0,Engineering
6/13/2016 12:55,fixed-prox,acalzas001,2,4,0,Engineering
6/13/2016 12:55,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 12:55,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 14:02,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 14:02,fixed-prox,acalzas001,2,6,0,Engineering
6/13/2016 14:59,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 14:59,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 15:39,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 15:39,fixed-prox,acalzas001,2,7,0,Engineering
6/13/2016 15:47,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 15:47,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 16:12,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 16:19,fixed-prox,acalzas001,2,2,1,Engineering
6/13/2016 16:52,fixed-prox,acalzas001,2,1,0,Engineering
6/13/2016 16:53,fixed-prox,acalzas001,2,4,0,Engineering
6/13/2016 16:54,fixed-prox,acalzas001,1,4,0,Engineering
6/13/2016 16:54,fixed-prox,acalzas001,1,1,0,Engineering
5/31/2016 7:30,fixed-prox,acampo001,1,1,0,Executive
5/31/2016 7:32,fixed-prox,acampo001,1,4,0,Executive
5/31/2016 7:33,fixed-prox,acampo001,2,4,0,Executive
5/31/2016 7:33,fixed-prox,acampo001,3,4,0,Executive
5/31/2016 7:33,fixed-prox,acampo001,3,1,0,Executive
5/31/2016 9:20,fixed-prox,acampo001,3,2,1,Executive
5/31/2016 9:30,fixed-prox,acampo001,3,1,0,Executive
5/31/2016 13:00,fixed-prox,acampo001,3,2,1,Executive
5/31/2016 13:10,fixed-prox,acampo001,3,1,0,Executive
